Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/12/2012;254953477;3564236;4025087;5287067;10722197;5915559;2384674;0;31898820;1182307;964722;1778744;2469210;313682;1005;0;6709670;83525;274178;668447;1150706;171785;0;0;2348641;1382215;7619033;19211487;49531948;44896238;69440983;5041690;197123593;518234;4362145;1097213;25815;167;0;0;6003574;0;4705;3605;0;0;0;0;8311;1260560;3139638;2691159;2775358;887974;97528;8653;10860869;0
BB;49906;b1;C;1;;199;BRASILIA;DF;01/12/2012;189700326;190307;3700154;10046402;20150160;10106864;3139721;0;47333607;399688;2877634;6571837;9067935;3673467;1274701;0;23865262;35645;1145296;3070200;4931471;1266487;0;0;10449098;6068;190271;444763;1140916;1088087;4531621;2713332;10115058;941945;12972850;1868507;6817;10;0;0;15790130;622162;6368180;29098066;17195741;11621655;10869935;986117;76761856;248851;1393089;2260687;822352;344088;286753;29496;5385316;0
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/12/2012;161511797;112051;965248;2309992;4679535;2105985;8364;0;10181175;606631;2131590;4163314;5349054;678564;89142;0;13018294;1391448;5809812;14214458;25416881;4333257;7716;0;51173572;45058;451055;1107875;2177810;1972985;6952332;5341071;18048187;3489770;30780116;10219325;119343;20;4;0;44608578;3725;24971;108577;84817;59939;94230;0;376258;1391796;4503619;2545046;4128746;1021793;6823;0;13597823;10507910
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/12/2012;113040606;446976;1499361;3707490;5676945;1868008;377407;5535;13581723;1648476;1453334;3021589;4839230;939216;98655;1462;12001964;615869;4352646;10475084;14934312;2376831;5736;4539;32765017;23294;529319;1254647;2599224;1856191;4189344;1360376;11812395;1669610;11704617;2336858;323230;99218;37441;2311;16173285;40213;238407;1214497;492477;103242;74007;67;2162911;2281709;4413210;2505531;2803577;1220980;308339;4183;13537529;11005782
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/12/2012;110905702;105379;1869472;4710041;7519262;2497928;283130;0;16985213;684252;3727067;4825206;3567336;579523;169031;17;13552433;751453;4090355;9647896;13043980;1817092;4983;0;29355760;32401;191410;522260;1310839;1185590;4100353;2551904;9894756;2928258;12332806;4954527;96626;706;5;0;20312927;86924;1308077;5798914;2458409;1208709;814196;0;11675228;974800;3939682;1828775;1616582;432305;204289;9295;9005727;123659
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/12/2012;44270034;208553;1164328;2856137;4424418;1030281;7769;0;9691486;5698;125395;7883;16131;2604;63;0;157775;1181620;4638078;10951995;15413889;1713802;862;6368;33906614;0;0;0;0;0;0;0;0;110938;92940;16363;28;0;0;0;220269;978;2096;18360;27680;20567;39038;0;108719;7998;27024;67303;62238;14218;6390;0;185171;0
BMG;30290;b1;C;2;;199;BELO HORIZONTE;MG;01/12/2012;22639288;118448;2126440;5617969;9382998;2832583;124807;29;20203273;86776;40438;58538;73164;15741;727;0;275383;69631;165372;360269;304760;19430;0;0;919463;0;0;0;0;0;0;0;0;103901;1043096;46;61;32;33;0;1147169;0;0;0;0;0;0;0;0;2350;9803;24662;44033;13132;18;1;94000;0
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/12/2012;20211197;9036;83337;214119;355787;91924;4886;85;759174;685797;1631437;2346751;1317772;108872;147;1989;6092766;82763;532493;1255424;2025633;303125;420;1;4199858;4472;78344;171914;436067;242661;1667278;873442;3474178;444904;2421693;309573;5208;194;0;78;3181652;24571;92818;891087;269202;28;0;0;1277705;199842;309085;629086;35885;13975;29414;8577;1225865;0
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/12/2012;12457585;10956;60230;134581;269651;62659;287;0;538363;109933;258597;554603;984447;127403;35;0;2035018;2181;8986;18840;35490;5066;32;0;70594;565;11698;26666;65822;57150;188251;104096;454249;830653;6319394;1481248;356140;551;0;0;8987987;0;0;35710;0;0;0;0;35710;89743;191892;51896;46;0;0;2088;335664;0
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/12/2012;11045797;27435;511872;1390602;2613076;1064604;36003;652;5644244;41038;321358;443748;138519;21582;28930;3;995178;748;24009;68797;126062;35617;185;0;255419;1166;29265;83311;223856;210196;733195;452480;1733469;17851;35888;8399;1255;0;0;0;63393;30507;128616;472160;235058;134865;187652;0;1188859;103752;557254;165018;210747;83728;44404;334;1165235;0
