Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/06/2013;302049007;4329576;10365720;5749927;11697751;6042014;1726555;0;39911543;1781730;3306745;1449857;1905014;214615;1;0;8657963;107843;398393;1028301;1697165;234690;0;0;3466393;1325703;8820690;21932824;56467043;51829779;83458894;5939311;229774244;644798;4787181;1212129;39680;205;0;0;6683993;852;17606;28328;1353;949;201;0;49289;1490802;4032677;3277393;3337489;1213481;140374;13367;13505583;0
BB;49906;b1;C;1;;199;BRASILIA;DF;01/06/2013;211337905;214573;3808972;10631847;21472612;10515046;3729802;0;50372852;439029;3048279;7559506;9247599;3716006;1307161;0;25317580;41640;1264436;3440657;5409133;1238590;0;0;11394457;11907;242438;568880;1489774;1430621;6040396;3976751;13760767;907216;13369810;2007029;8482;15;0;0;16292552;837929;12906666;24120652;23051306;13098998;13662443;482301;88160295;245996;1233604;2977686;901754;381399;298938;26;6039402;0
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/06/2013;161975218;104397;1323111;3358384;6783443;3165770;22077;0;14757182;381770;2043202;4273664;4715085;567464;148437;0;12129622;1369252;5374451;13411761;22261678;2797530;5701;0;45220373;48053;535626;1039483;2620319;2211861;8026593;6355012;20836945;3726140;29142804;9662604;132695;25;0;0;42664267;5818;47193;84508;86307;56914;101594;0;382333;1189587;5055575;2596434;4242312;1084199;10377;0;14178484;11806012
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/06/2013;118791512;126470;2214889;5957326;9612421;3409608;456707;0;21777421;637216;3953860;5360879;3832037;566832;166875;30;14517729;646498;3941477;9576482;12475862;1473756;5310;6;28119392;34100;212944;581696;1490080;1334071;5373333;2369178;11395403;2926677;12448456;5177162;253065;45142;4620;0;20855122;95597;2295755;4427755;3031810;1456947;935170;7;12243041;985841;4466779;1938155;1657705;451461;195455;11835;9707230;176174
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/06/2013;116303213;489688;1477264;3716243;5831811;1958730;408535;5838;13888109;1233980;1358489;3148936;4714822;911187;74780;1600;11443794;676266;4348208;10892411;15145403;2071724;6029;4521;33144561;23953;594929;1379232;2878273;2078292;4770847;1652885;13378411;1465870;10823493;2320348;358202;108123;29035;2502;15107572;21841;509816;1126067;719913;186590;107323;72;2671622;2185776;4515217;2642968;2948955;1184021;322611;4515;13804063;12865080
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/06/2013;41408779;165802;1073006;2710028;3990638;865174;2185;0;8806833;2887;5740;24156;16949;656;18;0;50405;1007748;4531012;10843819;14197433;1455463;743;5972;32042192;0;0;0;0;0;0;0;0;115560;106730;29615;57;0;0;0;251963;1295;8775;11363;27826;33175;45577;0;128011;3572;29602;44281;35384;13533;3004;0;129376;0
BMG;30290;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2013;21031541;171487;1986939;5232392;8529289;2715631;218798;49;18854584;23365;8395;10057;10220;498;28;0;52563;63084;167685;355882;273982;14297;0;0;874931;0;0;0;0;0;0;0;0;85851;1035873;0;0;0;0;0;1121724;0;0;0;0;0;0;0;0;2804;14352;41410;59848;9306;18;0;127739;0
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/06/2013;19532834;8550;89560;236819;401688;86989;3247;34;826888;621539;1501164;2177847;1196433;77417;36;8486;5582921;72208;451182;1119740;1618843;206677;292;0;3468942;5607;79776;181236;457696;241897;1794253;965054;3725519;359368;2290811;328760;2009;0;0;8219;2989167;19843;336414;624835;519867;14;0;0;1500973;184654;580494;503818;39790;16597;31950;4647;1361950;76473
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/06/2013;12339950;12132;61679;156668;276811;62431;508;0;570229;95016;245263;569647;1011875;139449;56;0;2061306;2041;15364;27200;30972;5134;8;0;80718;546;10871;27057;65724;58072;194122;108222;464613;812600;6185582;1482646;373048;433;0;0;8854310;0;36671;0;0;0;0;0;36671;57273;208644;3417;47;0;0;2721;272103;0
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/06/2013;11819425;36122;558139;1530732;2826511;1042064;60635;515;6054718;37686;341764;568025;213896;18077;31333;3;1210783;837;23460;65348;109153;24740;162;0;223700;1317;31785;88571;242281;221275;793345;511987;1890561;26264;43795;8521;2023;0;0;0;80603;22665;191992;295559;229735;161397;215094;0;1116442;105696;597902;183043;211374;89624;54681;300;1242618;0
PANAMERICANO;31323;b1;C;2;;199;SAO PAULO;SP;01/06/2013;10707826;34018;151112;436707;711261;273005;34152;0;1640255;10227;18012;40530;25592;119;27;0;94507;256389;583295;1573932;3709045;1067026;2561;0;7192248;3158;9775;24905;55766;42548;98336;22928;257415;252674;702433;109890;30988;6617;183;0;1102786;0;0;0;0;0;0;0;0;6635;47556;70541;147116;50759;87177;10832;420616;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/06/2013;8376047;238;7968;18570;20014;1899;0;0;48689;252;447;1064;1000;37;0;0;2801;69534;1086951;2714094;3799678;652936;1249;0;8324441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;45;51;6;0;0;0;117;0
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/06/2013;7452772;5309;68991;197290;296081;90785;1110;0;659566;15544;49378;106829;99397;30742;6271;0;308161;53843;585874;1424360;1650364;92275;40;0;3806756;55;290;1067;2023;1416;1491;0;6342;2169;61971;12866;10;0;0;0;77017;782;7157;25331;17724;6804;967;0;58765;4531;1619627;787068;67736;31169;961;0;2511092;25074
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/06/2013;6866432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54297;848075;2123617;3257452;582077;914;0;6866432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/06/2013;5655810;7040;242528;618064;1345110;774997;150776;0;3138515;14846;211060;399972;517334;220078;48372;0;1411662;1519;13058;34751;67575;18093;20;0;135016;1250;14293;36335;72664;63901;72016;0;260459;19;2057;143;0;0;0;0;2220;2690;92308;54274;76917;25061;16915;0;268165;14461;57214;144262;64099;43385;26174;90179;439773;0
MERCANTIL DO BRASIL;20152;b1;C;2;;199;BELO HORIZONTE;MG;01/06/2013;5145296;33667;388700;1065957;1725846;489332;3327;0;3706829;23417;155721;278909;315628;93623;613;7;867918;2233;22549;54818;71088;5839;0;0;156527;16;360;962;2084;1227;1605;0;6254;15899;99831;0;0;0;0;0;115730;0;8188;5765;17398;891;22687;0;54929;25114;93319;71027;35753;9744;2151;0;237109;0
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/06/2013;4312642;38774;239979;703205;1368557;505073;5336;0;2860924;16322;23482;29890;6084;130;1;0;75908;1951;7493;17025;10155;21;0;0;36645;0;0;0;0;0;0;0;0;134493;854352;326904;22508;0;0;0;1338258;0;0;0;0;0;0;0;0;0;10;456;441;0;0;0;907;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/06/2013;4066314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26583;498248;933449;789203;288878;174425;0;2710787;9354;155806;388505;465979;234878;101005;0;1355528;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;I;3;;8;PORTO ALEGRE;RS;01/06/2013;4000219;0;0;0;0;0;0;0;0;47;900;2679;5563;1842;3175;0;14205;624;2086;4992;3185;3;0;0;10890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60695;313307;800067;1655203;895709;247753;0;3972735;563;377;1028;280;142;0;0;2389;0
BANCO DAYCOVAL S.A.;62232889;b1;I;2;;8;SAO PAULO;SP;01/06/2013;3458400;19542;231555;655142;1278403;475610;67955;0;2728207;4432;31960;42093;39747;2805;250;0;121286;21126;67995;165601;275024;29548;29;0;559322;0;0;0;0;0;0;0;0;12;36;0;0;0;0;0;48;0;419;549;0;0;0;0;968;1896;13140;24545;7070;1917;0;0;48569;0
ALFA;51293;b1;C;2;;199;SAO PAULO;SP;01/06/2013;3429554;3506;146202;374734;626262;277516;91223;0;1519444;91;51159;45761;20380;1629;1;0;119020;5781;288415;708427;723421;48894;37;0;1774974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;520;993;508;0;0;2191;0;13924;0;0;0;0;0;13924;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;I;1;;8;FORTALEZA;CE;01/06/2013;3300577;449;5928;17165;37090;27130;2976;0;90737;2308;7586;14943;22725;987;41;0;48590;0;0;0;0;0;0;0;0;0;121;121;0;0;0;0;243;0;0;0;0;0;0;0;0;398957;25519;24583;14703;3543;666701;0;1134006;28567;1197088;711861;64853;17977;6654;0;2027001;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/06/2013;3233567;0;0;0;0;0;0;0;0;0;2815;2085;726;307;98;0;6031;0;4335;13214;32181;28429;17605;0;95763;0;65;149;387;391;1602;1307;3902;0;0;0;0;0;0;0;0;0;79628;404024;849872;748858;917320;0;2999702;372;29080;39646;45906;12455;710;0;128169;0
FIBRA;49951;b1;C;2;;199;SAO PAULO;SP;01/06/2013;3040387;10194;43110;109559;147253;19255;530;0;329902;49741;342583;300569;16241;192;34;0;709360;64850;226586;546541;759683;60938;0;0;1658598;0;0;0;0;0;0;0;0;29251;53063;9976;29;0;0;0;92317;0;1440;2472;0;0;0;0;3912;4915;43536;174414;20691;1250;1402;90;246298;0
BANCO CSF S.A.;8357240;b2;I;3;;8;SAO PAULO;SP;01/06/2013;2833955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494095;1587678;679350;72832;0;0;0;2833955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOHN DEERE;50071;b1;C;3;;199;INDAIATUBA;SP;01/06/2013;2529432;0;0;0;0;0;0;0;0;106;1570;49226;90357;82430;3261;0;226950;0;364;1219;3151;1268;0;0;6002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13227;29168;551823;829483;609466;256349;0;2289516;0;1028;2334;2837;766;0;0;6964;0
PORTO SEGURO;51444;n1;C;2;;197;SAO PAULO;SP;01/06/2013;2458319;1431;6695;18474;18085;2210;5;0;46900;81;516;1095;144;3;0;0;1840;5807;42944;105394;151765;19782;21;0;325713;0;0;0;0;0;0;0;0;162783;131318;0;0;0;0;0;294101;0;0;0;0;0;0;0;0;0;1283236;496903;9627;0;0;0;1789766;0
