Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/06/2014;390276766;1981547;3760573;10171692;21229098;11518012;1971665;0;50632587;1469306;2225945;2796654;3327866;267382;352;0;10087504;348014;954715;2403557;3858872;718971;423;0;8284552;1678594;9610330;25499606;57664759;45406658;113962809;37130797;290953552;1047187;6127747;1503039;105035;415;0;0;8783423;30771;1009771;702991;246345;199469;157660;0;2347008;2072683;4555125;4290055;3124506;1836717;2443292;865761;19188138;0
BB;49906;b1;C;1;;199;BRASILIA;DF;01/06/2014;252832884;213848;4085172;11495538;23242104;11683892;4761683;0;55482239;426948;3127950;7924122;9169195;3325291;1174417;0;25147923;55364;1249032;3246645;4786383;764554;39;0;10102017;7285;364726;826681;2190304;2110478;9393129;8458590;23351193;1153748;15861487;2490053;7972;11;0;0;19513270;763696;15532259;28093167;29297021;16566531;19346400;757241;110356315;256872;1449598;3636829;1016824;442224;358985;519;7161851;1718077
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/06/2014;182230497;139545;2683194;6981774;13745069;6173649;59892;0;29783123;624209;3362041;5898436;3838246;229241;100978;0;14053152;1026992;4492723;11124843;15436137;1715672;2988;0;33799355;58747;726613;995903;2482096;2298083;8705733;7345441;22612616;4403695;36529268;12223904;382130;260;0;0;53539256;1469;41737;84548;103835;87772;69244;0;388604;1225920;5539761;2705362;4248649;933251;53101;0;14706045;13348347
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/06/2014;132234603;163678;2885793;7729299;12463832;4356887;549249;0;28148738;659735;4157753;5331619;3363193;299543;8669;2;13820513;425246;3674533;8986294;10664453;1035394;5883;6;24791807;42720;251241;703577;1795214;1647812;6057822;4391822;14890207;3200759;14091604;5693721;134969;1258;19;0;23122331;76763;2982728;5988971;3873365;1873232;753130;0;15548190;1085642;4873384;2459862;2128082;713716;338968;19463;11619117;293701
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/06/2014;117088322;457020;1304864;3317465;4965823;1491899;326284;73;11863427;909034;1310878;2935655;4205585;913182;82224;202;10356760;690416;4646667;11422800;14855498;1788098;8568;1816;33413862;30445;763600;1773700;3727162;2706180;6426113;2478075;17905274;1355692;12007637;2585185;540215;182447;32796;94;16704066;20590;470011;1161020;884653;329783;133273;0;2999330;1735344;5341891;2751095;3098633;1272587;360466;854;14560870;9284734
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/06/2014;37531519;130306;894855;2166222;2863968;586427;282;0;6642060;7780;32440;35632;19103;237;0;0;95192;974221;4578516;10557633;12834641;1292396;359;0;30237765;0;0;0;0;0;0;0;0;152977;175899;37783;2;0;0;0;366661;1031;7734;12014;33712;48470;33903;0;136865;2533;9672;14790;17331;8650;0;0;52977;0
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/06/2014;19463743;10160;99375;271893;433651;76252;1663;106;893100;586183;1362128;2021436;1076881;49345;4;6248;5102225;57040;332731;806320;994695;132773;165;0;2323724;6816;91616;218360;558248;296319;2260874;1373369;4805603;396070;2522068;382396;248;0;0;1;3300784;19348;504818;618299;327513;3210;0;0;1473187;210090;648264;606648;46447;13104;32205;8362;1565120;0
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/06/2014;13826700;78239;690651;1873729;3417504;1300114;159153;259;7519648;35622;360545;603716;187213;10146;36241;3;1233486;713;18375;47079;70520;10408;142;0;147235;1655;36351;102245;275898;248192;930785;648232;2243356;29785;55039;10633;2187;0;0;0;97644;11495;214525;336311;257348;185172;255528;5879;1266258;108096;628841;204787;227748;87706;61646;248;1319071;0
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/06/2014;12713174;236271;1186868;2962112;4358566;1277617;222282;62;10243778;5004;1540;7330;4349;725;0;0;18948;41423;146665;338484;261292;20653;0;0;808517;61;347;717;2070;2300;9595;114;15206;151098;1191721;0;0;0;0;0;1342819;0;0;0;0;0;0;0;0;12243;39293;105902;116197;10254;17;0;283905;0
PAN;31323;b1;C;2;;199;SAO PAULO;SP;01/06/2014;12064729;32303;208027;556843;998627;466032;93852;0;2355683;8027;13022;27958;16175;80;1;0;65263;234765;715864;1911393;4091673;736748;897;0;7691342;1837;10523;26030;58158;44210;104499;24925;270181;193740;787634;122842;19217;487;77;0;1123997;0;0;0;0;0;0;0;0;3662;47311;107782;193280;73936;119103;13189;558263;0
