Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/09/2016;498294471;2143129;5904542;14575947;23918589;10951820;5437572;210;62931809;1375030;1148632;2055928;2130229;94730;0;3;6804551;501637;1616748;3727779;4763679;443087;295;0;11053225;1952791;12044751;32182629;73376749;58078767;152988057;56244635;386868378;2162231;5606380;1528110;149786;24;0;0;9446531;292221;535380;1477505;842765;477997;191695;0;3817564;3103798;4373025;3642130;3122941;1508777;1532129;89613;17372413;0
BB;49906;b1;C;1;;199;BRASILIA;DF;01/09/2016;302548624;176116;4397053;12003719;23754654;14242623;8115402;326481;63016048;511301;3068404;8736010;9410630;4214057;1832159;774013;28546575;58682;852064;2113939;2635230;389839;92;26776;6076622;37176;560186;1169540;3095100;3010000;14623315;18027073;40522388;1133288;18251504;2851793;83635;47;0;587312;22907578;1832254;15214178;38066911;33161927;20642752;21713845;1174925;131806792;332813;1128388;2887218;1350042;891249;834822;164531;7589063;2083556
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/09/2016;226811746;401372;4013707;10316360;19314103;9727410;1865321;27;45638300;702054;1964731;2600052;3960510;945340;78136;0;10250824;341145;2186044;5005335;7367407;1051958;1659;0;15953547;69128;579585;1396557;3634041;3413593;13701249;11963803;34757955;4981782;38625301;11966141;178387;4;0;0;55751614;1498;135394;245201;218266;86910;28657;0;715927;2027397;5673849;3377581;5019024;1805203;230377;0;18133431;45610147
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/09/2016;168668964;223868;4004762;10273419;16184661;6318262;1173755;566;38179292;1482204;5566060;6096256;4060028;579464;8517;5894;17798423;434208;3266949;7502832;8536436;769221;2788;4;20512438;74464;600608;1333090;3427604;2880099;12688161;9596074;30600101;5304848;19085356;7423861;236722;649;1;26619;32078056;417052;2910505;5012899;3625871;1460584;736063;374;14163349;1913685;5481372;3421574;2641478;780856;329855;24768;14593589;743715
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/09/2016;124373531;290669;1833112;4589766;6769770;2473239;810843;207;16767607;341794;884076;1939469;2595476;647665;64880;97;6473458;608911;4463623;10296272;12195807;1272543;15706;2307;28855169;48693;1105253;2660206;5545839;4033242;9698737;3982753;27074722;1393023;13865912;3790160;489968;128223;41481;24;19708791;41299;848217;1097947;932682;365797;207873;0;3493815;1545923;4532540;3169557;3645771;1482303;542534;739;14919367;7080603
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/09/2016;32702544;89109;521566;1197714;1525913;494233;57567;0;3886102;10148;78192;30001;27149;9316;4968;0;159774;689962;4170817;9491502;11430620;1193070;1236;0;26977206;0;0;0;0;0;0;0;0;293950;899369;261907;204;0;0;0;1455430;224;6016;19699;53911;25514;3575;0;108938;37;27524;21545;53665;12324;0;0;115093;0
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/09/2016;16611202;121257;758384;1981869;3289292;1457192;625185;112;8233290;47027;581012;363416;163360;39131;43238;3;1237186;628;11125;25900;35697;5085;67;0;78502;3539;48795;133007;347485;321786;1256011;953057;3063680;56635;695454;146430;133;0;0;0;898652;46523;142571;539879;375847;288431;336477;5568;1735296;130721;643948;166495;231752;110374;81209;97;1364595;0
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/09/2016;15751631;0;0;0;0;0;0;0;0;41979;24474;111319;56721;64161;0;0;298654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;3053;1580;5007;5286;27978;0;42939;4064;73086;10368;11693;1224;121;0;100557;15309480
PAN;31323;b1;C;2;;199;SAO PAULO;SP;01/09/2016;14995772;73730;609501;1656777;2956179;1402207;569107;0;7267501;4571;4889;12146;3196;129;1;0;24931;178748;709871;1584069;2034777;235283;238;0;4742986;1041;6535;16445;35573;26946;60252;11521;158314;313514;1477760;138727;20309;953;108;0;1951371;0;0;0;0;0;0;0;0;46719;71323;154877;250888;127408;188238;11216;850669;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/09/2016;8704248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57726;722103;1541532;1251325;502562;294984;0;4370232;125450;429582;1306563;1610343;663957;198121;0;4334016;0
