Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total_Carteira_PF;PF_Consignado_Vencido_15d;PF_Consignado_Vencer_90d;PF_Consignado_Vencer_91-360d;PF_Consignado_Vencer_361-1080d;PF_Consignado_Vencer_1081-1800d;PF_Consignado_Vencer_1801-5400d;PF_Consignado_Vencer_acima_5400d;PF_Consignado_TOTAL;PF_Não_Consignado_Vencido_15d;PF_Não_Consignado_Vencer_90d;PF_Não_Consignado_Vencer_91-360d;PF_Não_Consignado_Vencer_361-1080d;PF_Não_Consignado_Vencer_1081-1800d;PF_Não_Consignado_Vencer_1801-5400d;PF_Não_Consignado_Vencer_acima_5400d;PF_Não_Consignado_TOTAL;PF_Veículos_Vencido_15d;PF_Veículos_Vencer_90d;PF_Veículos_Vencer_91-360d;PF_Veículos_Vencer_361-1080d;PF_Veículos_Vencer_1081-1800d;PF_Veículos_Vencer_1801-5400d;PF_Veículos_Vencer_acima_5400d;PF_Veículos_TOTAL;PF_Hab_Vencido_15d;PF_Hab_Vencer_90d;PF_Hab_Vencer_91-360d;PF_Hab_Vencer_361-1080d;PF_Hab_Vencer_1081-1800d;PF_Hab_Vencer_1801-5400d;PF_Hab_Vencer_acima_5400d;PF_Hab_TOTAL;PF_Cartão_Vencido_15d;PF_Cartão_Vencer_90d;PF_Cartão_Vencer_91-360d;PF_Cartão_Vencer_361-1080d;PF_Cartão_Vencer_1081-1800d;PF_Cartão_Vencer_1801-5400d;PF_Cartão_Vencer_acima_5400d;PF_Cartão_TOTAL;PF_Rural_Vencido_15d;PF_Rural_Vencer_90d;PF_Rural_Vencer_91-360d;PF_Rural_Vencer_361-1080d;PF_Rural_Vencer_1081-1800d;PF_Rural_Vencer_1801-5400d;PF_Rural_Vencer_acima_5400d;PF_Rural_TOTAL;PF_Outros_Vencido_15d;PF_Outros_Vencer_90d;PF_Outros_Vencer_91-360d;PF_Outros_Vencer_361-1080d;PF_Outros_Vencer_1081-1800d;PF_Outros_Vencer_1801-5400d;PF_Outros_Vencer_acima_5400d;Outros_TOTAL;Total_Exterior_PF
CAIXA ECONOMICA FEDERAL;360305;b1;I;1;;6;BRASILIA;DF;01/12/2015;481262062;2381972;5068611;13591287;27191766;10955605;375016;0;59564258;1447920;1265443;2666145;2877489;258100;0;283;8515379;510506;1575575;3698424;5063000;579772;288;0;11427565;2198703;11678694;31211845;70778137;55857736;145279991;52695452;369700557;2625073;6019982;1632970;107963;278;0;0;10386266;270037;392312;2597941;664102;470568;221549;0;4616510;2532373;4240586;3790526;3152519;1636181;1605149;94193;17051528;0
BB;49906;b1;C;1;;199;BRASILIA;DF;01/12/2015;291860367;173582;4442103;12072585;23670031;13656505;8377688;277532;62670025;396150;3209180;7298419;9757653;3955744;1831450;405498;26854095;55263;1021454;2598711;3421932;543063;181;24383;7664987;24191;520881;1095268;2940882;2833081;13495214;15931524;36841041;1040521;19155564;3017584;123578;32;0;318796;23656075;1662014;9783558;42115790;28900322;19675770;22093375;211085;124441915;301147;1158753;2708553;1135890;661887;671799;99073;6737101;2995129
ITAU;10069;b1;C;2;;199;SAO PAULO;SP;01/12/2015;208425383;371175;4005955;10316935;19308956;9498175;1936200;40;45437434;855790;2135735;3295085;4709038;941409;103361;0;12040418;481743;2828275;6519907;8829014;1103644;1968;0;19764552;59147;549189;1276423;3361098;3154970;12534211;11051049;31986087;5380300;39635174;13362684;165906;0;0;0;58544064;320;64788;221828;141042;91207;40373;0;559558;1925748;5273452;3256139;4969879;1569868;160329;0;17155414;22937856
BRADESCO;10045;b1;C;2;;199;OSASCO;SP;01/12/2015;145792505;198741;3717821;9229694;14577218;5622276;1194571;73;34540395;798362;4250220;4511527;2522984;190508;10561;36;12284197;402963;3493547;7935190;8988242;830433;4128;0;21654503;47682;435681;957791;2469456;2264967;8748030;6901953;21825559;3859017;16542712;7171936;286703;2033;25;0;27862426;260859;1200431;7418339;3572911;1600254;787969;60;14840822;1451890;4784063;2211352;2264468;721987;233647;15874;11683281;1101323
SANTANDER;30379;b1;C;3;;199;SAO PAULO;SP;01/12/2015;123983720;279789;1583136;3947225;5730986;1922659;547021;185;14011001;439214;907924;1959366;2672929;549335;62508;88;6591365;599997;4528829;10588211;12810027;1249719;12134;2187;29791103;44850;1043671;2549353;5293333;3849817;9291453;3859385;25931863;1371635;14811697;2960818;475792;118099;30254;20;19768315;67023;304942;1691534;851545;359706;178154;0;3452903;1767098;3982039;3174100;3606476;1413653;439379;828;14383573;10053596
VOTORANTIM;51011;b1;C;2;;199;SAO PAULO;SP;01/12/2015;34030798;105666;664975;1466276;1828749;572879;83908;0;4722453;12270;21949;79952;15815;2772;2929;0;135687;704980;4228919;9741040;11876838;1089988;530;0;27642295;0;0;0;0;0;0;0;0;243026;791651;228022;178;0;0;0;1262878;166;2420;21623;47944;47592;4013;0;123757;274;10941;70423;46230;15862;0;0;143729;0
BTG PACTUAL;49944;b1;C;2;;199;RIO DE JANEIRO;RJ;01/12/2015;22973602;0;0;0;0;0;0;0;0;0;133129;575404;107301;4431;0;0;820264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;54;4214;5206;5495;27708;0;42739;1057;27260;72022;11285;1824;297;0;113744;21996855
HSBC;51152;b1;C;3;;199;CURITIBA;PR;01/12/2015;22242276;16181;136166;339497;604849;155672;8884;5;1261254;571785;1329317;1922607;1732328;477814;520;1153;6035524;30271;219066;529636;805172;139211;272;0;1723629;8913;115459;251691;653620;347206;2742866;1733189;5852944;502968;3077061;528165;8;0;0;19236;4127438;34780;101616;1218603;224371;1744;0;0;1581114;265402;602410;501626;76189;9915;27110;2969;1485621;174753
BANRISUL;30173;b1;C;1;;199;PORTO ALEGRE;RS;01/12/2015;16648484;129074;750872;2018572;3390370;1398904;567260;111;8255162;36420;366630;1373250;184142;20775;50310;3;2031530;533;13859;37297;52068;11461;100;0;115317;2501;48829;131639;340632;314290;1233425;953321;3024636;38370;71228;7127;0;0;0;0;116725;21048;155267;696021;370061;272743;332695;39939;1887774;112304;537642;177898;216151;99753;73472;120;1217340;0
PAN;31323;b1;C;2;;199;SAO PAULO;SP;01/12/2015;13189348;58068;427331;1142949;2053213;913416;316115;0;4911092;5891;8049;19320;8784;7;0;0;42050;173701;637325;1569802;2667922;511300;701;0;5560752;1369;6954;18241;38469;28182;68448;21805;183467;231922;1112776;159638;15605;765;115;0;1520821;0;0;0;0;0;0;0;0;20303;56733;228464;289378;129952;218673;27663;971166;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;I;3;;8;SAO PAULO;SP;01/12/2015;9927004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146452;266369;2946275;1160524;568951;330352;0;5418922;125596;223762;1614192;1624601;738204;181728;0;4508082;0
BANCO GMAC S.A.;59274605;b2;I;3;;8;SAO PAULO;SP;01/12/2015;9276139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82617;1388421;3360886;3996807;446874;534;0;9276139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRB;31976;b1;C;1;;199;BRASILIA;DF;01/12/2015;7790462;26697;370388;939304;1984398;904714;285316;0;4510817;30233;288205;416643;667038;166928;15178;0;1584224;3186;21106;53339;76243;11729;6;0;165608;827;31381;67265;175336;165612;217675;0;658097;4;2361;171;0;0;0;0;2536;33097;14069;124380;69702;52436;60595;1;354279;18011;47006;195670;74566;31481;14528;133637;514900;0
SAFRA;10083;b1;C;2;;199;SAO PAULO;SP;01/12/2015;7201429;6665;197343;522049;930912;474454;127305;0;2258728;2429;179288;172345;149806;30866;14946;0;549680;33774;521458;1205988;1427546;108404;33;0;3297204;9;384;269;838;480;917;0;2897;2331;108392;26607;28;0;0;0;137357;401;6472;35940;19027;6509;0;0;68350;2501;606250;130892;41507;3647;484;0;785281;101932
BNP PARIBAS;51516;b1;C;3;;199;SAO PAULO;SP;01/12/2015;7019256;34614;420083;1195461;2003515;839636;171506;0;4664815;91;2093;5036;175;0;0;0;7395;126;84;45;0;0;0;0;254;0;0;0;0;0;0;0;0;248711;1391629;500265;42932;0;0;0;2183536;0;0;3415;0;0;0;0;3415;29225;40500;64531;25584;1;0;0;159841;0
BANCO VOLKSWAGEN S.A.;59109165;b2;I;3;;8;SAO PAULO;SP;01/12/2015;6454902;633;8446;18428;21266;2001;0;0;50774;265;527;1146;1314;83;0;0;3336;64941;900658;2244420;2837376;352825;560;0;6400780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;6;0;0;0;0;12;0
DAYCOVAL;51987;b1;C;2;;199;SAO PAULO;SP;01/12/2015;6198705;37381;386336;1050530;2009446;1103325;393294;0;4980312;13043;49823;65770;49730;190;21;0;178577;37545;125801;273283;300743;22190;5;0;759567;0;0;0;0;0;0;0;0;7833;125264;3655;160;53;1;0;136964;0;0;1588;0;0;0;0;1588;9863;40484;47113;27023;2024;11196;90;137793;3905
BMG;30290;b1;C;2;;199;SAO PAULO;SP;01/12/2015;6115927;43950;185024;437630;532956;122959;40744;181;1363443;6575;38221;75639;31414;403;110;0;152361;123310;218711;465780;395859;22723;0;0;1226383;0;0;0;0;0;0;0;0;134095;3092719;62778;27439;4229;0;0;3321261;0;0;0;0;0;0;0;0;367;1465;3495;9404;11050;26630;66;52478;0
CITIBANK;30403;b1;C;3;;199;SAO PAULO;SP;01/12/2015;6044615;7838;29036;57889;91021;22004;52;0;207840;35005;154752;272327;480155;71613;0;0;1013852;406;405;0;0;0;0;0;810;789;16738;37831;99145;93203;385259;325615;958580;291053;2550648;577180;175465;368;0;0;3594715;0;0;43800;0;0;0;0;43800;53790;134152;32464;4067;545;0;0;225017;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;I;2;;11;PORTO ALEGRE;RS;01/12/2015;5352623;0;1200;3342;5024;1742;366;0;11676;2286;38;176;262;11;0;0;2773;0;5524;15918;43747;25096;26438;0;116722;0;689;1536;4011;3746;15664;11235;36881;0;0;0;0;0;0;0;0;0;121705;741430;1588290;1290771;1392358;0;5134554;2245;5474;17179;21008;2764;1347;0;50016;0
